ma,tensp,gia,thuongHieu,courseUrl,tinhTrang,trinhDo,noiDung,phongCach,doCung,diemCanBang,trongLuong,thongTin
VNB021018,Vợt Cầu Lông Lining Windstorm 72S,2200000,Lining,https://shopvnb.com/vot-cau-long-lining-windstorm-72s.html,Tạm hết hàng,Mới Chơi,675 mm,Siêu Nặng Đầu,"Phản Tạt, Phòng Thủ",Trung Bình,F: 70 - 74g,Vợt Cầu Lông Lining Windstorm 72S - Siêu Phẩm Vợt Đánh Lưới
VNB021045,Vợt Cầu Lông Proace SDS 80,699000,Proace,https://shopvnb.com/vot-cau-long-proace-sds-80.html,Tạm hết hàng,Dẻo,Mới Chơi,Cân Bằng,Công Thủ Toàn Diện,Cả Đơn và Đôi,4U: 80 - 84g,"- Vợt cầu lông Proace SDS 80 là dòng vợt được ưa chuộng và cực kì phổ biến đối với những người chơi phong trào. Với đội ngũ chuyên nghiệp và phát triển dòng sản phẩm, vợt cầu lông Proace được sản xuất với đặc tính có độ bền tuyệt đối, siêu nhẹ, hấp thụ nhiệt thấp, không biến dạng mang lại sức mạnh và cảm giác tốt cho người chơi. Một điểm thu hút của cây vợt này là giá thành bán ra cực kì mềm nhưng chất lượng cực kỳ tốt vượt ngoài sức tưởng tượng."
VNB021046,Vợt cầu lông Felet Light Tech T3,1399000,Felet,https://shopvnb.com/vot-cau-long-felet-light-tech-t3.html,Tạm hết hàng,Trung Bình,Nặng Đầu,Tấn Công,Trung Bình,Cả Đơn và Đôi,5U: 75 - 79g,"- Vợt cầu lông Felet Light Tech T3 được thiết kế đáp ứng cho cả phái mạnh và yếu. Vợt có độ nặng đầu cao lên đến 310mm, cùng với đó là trọng lượng 5U hỗ trợ tối đa cho những pha cầu uy lực, mạnh, cắm thẳng dưới mặt sân. Vợt cầu lông Felet Light Tech T3 phù hợp cho những bạn có lực cổ tay trung bình- yếu khi đánh đơn hoặc đánh đôi ở vị trí cầu trên."
VNB021049,Vợt Cầu Lông Proace Aquila 80,600000,Proace,https://shopvnb.com/vot-cau-long-proace-aquila-80.html,Tạm hết hàng,Tấn Công,Nặng Đầu,Dẻo,Mới Chơi,Cả Đơn và Đôi,4U: 80 - 84g,"- Vợt cầu lông Proace Aquila 80 là cây vợt vừa được Proace cho ra mắt nhằm hướng đến đối tượng người mới chơi, học sinh, sinh viên và phong trào."
VNB021050,Vợt cầu lông Proace Utra Power 3,567000,Proace,https://shopvnb.com/vot-cau-long-proace-utra-power-3.html,Tạm hết hàng,Mới Chơi,Nặng Đầu,Tấn Công,Dẻo,Cả Đơn và Đôi,4U: 80 - 84g,"Vợt cầu lông Proace Utra Power 3 là một cây vợt cầu lông giá rẻ nhưng vô cùng hiệu quả. Với 2 phiên bản màu sắc khác nhau: trắng đỏ và trắng chuối, cùng với mức giá phải chăng, nó mang đến sự tiếp cận dễ dàng cho hầu hết các đối tượng người chơi."
VNB021052,Vợt Cầu Lông Proace ULTRA POWER 1,696000,Proace,https://shopvnb.com/vot-cau-long-proace-ultra-power-1.html,Tạm hết hàng,Mới Chơi,Dẻo,Công Thủ Toàn Diện,Hơi Nặng Đầu,4U: 80 - 84g,Cả Đơn và Đôi,- Vợt Cầu Lông Proace ULTRA POWER 1 là một trong những cây vợt có giá thành rẻ nhưng mang lại cảm giác và trải nghiệm cao cấp cho người dùng với 2 phiên bản màu sắc khác nhau: đen cam và đen xanh.
VNB021058,Vợt cầu lông Yonex Astrox 69,1890000,Yonex,https://shopvnb.com/vot-cau-long-yonex-astrox-69.html,Tạm hết hàng,Nặng Đầu,Trung Bình,Cứng,Tấn Công,Cả Đơn và Đôi,"3U: 85 - 89g,4U: 80 - 84g","- Vợt cầu lông Yonex Astrox 69 được thiết kế với màu sắc và hình dạng tựa theo vợt Yonex Astrox 99. Dòng vợt này được nằm trong với giá cả phải chăng, mẫu mã đẹp, chất lượng tốt. Đây quả là một sự lựa chọn hoàn hảo cho những người chơi."
VNB021079,SET Vợt cầu lông Yonex Astrox SV New 2024,3450000,Yonex,https://shopvnb.com/set-vot-cau-long-yonex-astrox-sv-new-2024.html,Còn hàng,Trung Bình,Tấn Công,Trung Bình,Nặng Đầu,Cả Đơn và Đôi,4U: 80 - 84g,"- SET Vợt cầu lông Yonex Astrox SV New 2024 bao gồm 1 cây vợt cầu lông Yonex Astrox SV New 2024 cùng với 1 cuộc quấn cán Yonex, 1 băng chặn mồ hồi và 1 chiếc túi nhung được thêu logo của thương hiệu giúp bạn sở hữu đầy đủ các sản phẩm chất lượng chỉ trong 1 combo."
VNB021120,Cặp Vợt Cầu Lông Kumpoo PC-66,600000,Kumpoo,https://shopvnb.com/cap-vot-cau-long-kumpoo-pc-66.html,Tạm hết hàng,Mới Chơi,Trung Bình,Công Thủ Toàn Diện,675 mm,Cân Bằng,Cả Đơn và Đôi,"Cặp vợt Cầu Lông Kumpoo PC-66 là mẫu vợt giá rẻ hướng đến những đối tượng người mới tập chơi, người chơi phong trào giải trí với 3 phiên bản màu sắc khác nhau để các bạn dễ lựa chọn: xanh lam, xanh lá và trắng."
VNB021142,Vợt cầu lông Kumpoo Ginkgo,570000,Kumpoo,https://shopvnb.com/vot-cau-long-kumpoo-ginkgo.html,Tạm hết hàng,Mới Chơi,675 mm,Trung Bình,Công Thủ Toàn Diện,Cân Bằng,Cả Đơn và Đôi,"- Vợt cầu lông Kumpoo Ginkgo là có trọng lượng quốc dân 4U, đũa vợt trung bình dễ sử dụng và điều khiển. Đầu vợt cân bằng cho tốc độ ra mắt nhanh và linh hoạt để dễ dàng xoay chuyển thế đánh cùng những pha phản tạt, điều cầu sắc bén."
VNB021148,Vợt cầu lông VS Malus,570000,VS,https://shopvnb.com/vot-cau-long-vs-malus.html,Tạm hết hàng,Mới Chơi,Công Thủ Toàn Diện,Trung Bình,Nặng Đầu,5U: 75 - 79g,,"Vợt cầu lông VS Malus là mẫu vợt cầu lông giá rẻ hướng đến tất cả mọi đối tượng người chơi, đặc biệt là các đối tượng người mới làm quen với bộ môn này hoặc người chơi giải trí ngoài trời."
VNB021150,Vợt cầu lông VS Razor,1690000,VS,https://shopvnb.com/vot-cau-long-vs-razor.html,Tạm hết hàng,Trung Bình,675 mm,Tấn Công,Cứng,Nặng Đầu,4U: 80 - 84g,"Vợt cầu lông VS Razor là mẫu vợt tầm trung được ra mắt trong cuối năm 2023 hướng đến tất cả các đối tượng người chơi, đặc biệt là những người chơi cầu lông phong trào."
VNB021158,Vợt cầu lông Victor Auraspeed 90F Tím,3900000,Victor,https://shopvnb.com/vot-cau-long-victor-auraspeed-90f-tim.html,Tạm hết hàng,Nặng Đầu,Trung Bình,Trung Bình,Công Thủ Toàn Diện,675 mm,Cả Đơn và Đôi,"Vợt cầu lông Victor Auraspeed 90F Tím là mẫu vợt siêu cao cấp của hãng Victor thiên về lối đánh kết hợp giữa nhanh nhẹn và sức manh bộc phát giúp người chơi có được những pha cầu tấn công nhanh, phản tạt, phòng thủ vô cùng hoàn hảo."
VNB021159,Vợt cầu lông Victor Thruster Ryuga Metallic China Open,5990000,Victor,https://shopvnb.com/vot-cau-long-victor-thruster-ryuga-metallic-china-open.html,Tạm hết hàng,Trung Bình,675 mm,Tấn Công,Cứng,Nặng Đầu,Cả Đơn và Đôi,"Vợt cầu lông Victor Thruster Ryuga Metallic đang là siêu phẩm vợt cao cấp với diện mạo hoàn toàn mới, lối chơi cầu tấn công dồn dập cùng các công nghệ nổi bật hiện đại hứa hẹn sẽ đem lại những trải nghiệm chơi cầu đẳng cấp và chuyên nghiệp trong năm 2023."
VNB021162,Vợt cầu lông Victor ARS-77F,2950000,Victor,https://shopvnb.com/vot-cau-long-victor-ars-77f.html,Tạm hết hàng,Trung Bình,"Phản Tạt, Phòng Thủ",Cứng,Nhẹ Đầu,Cả Đơn và Đôi,4U: 80 - 84g,Vợt cầu lông Victor ARS-77F là cây vợt thuộc phân khúc cao cấp của hãng đem đến cho người chơi những trải nghiệm về một dòng vợt được đánh giá dẫn đầu về tốc độ trong tất cả các dòng của hãng. 
VNB021164,Vợt cầu lông Victor DX-10METALLIC B,3830000,Victor,https://shopvnb.com/vot-cau-long-victor-dx-10metallic-b.html,Tạm hết hàng,Tấn Công,Cứng,Khá Tốt,Nặng Đầu,Trên 88 kg/cm2,Cả Đơn và Đôi,"Vợt cầu lông Victor DX-10 METALLIC B thuộc phân khúc cao cấp của nhà Victor, đây là dòng flagship mới nhất của hãng được công bố vào tháng 7 với công nghệ hoàn toàn mới gọi là Metallic, vì vậy mà nó được dùng để đặt làm tên cho dòng vợt siêu HOT này."
VNB021167,Vợt Cầu Lông Kumpoo Tinh Nguyệt,549000,Kumpoo,https://shopvnb.com/vot-cau-long-kumpoo-tinh-nguyet.html,Tạm hết hàng,"Phản Tạt, Phòng Thủ",Cân Bằng,675 mm,Mới Chơi,Trung Bình,4U: 80 - 84g,"Vợt cầu lông Kumpoo Tinh Nguyệt được thiết kế có rãnh sâu, phần khung khỏe, có độ đàn hồi cao và thích hợp với những người thích lối chơi cân bằng giữa tấn công và phòng thủ."
VNB021169,Set Vợt Cầu Lông VS JinHong,1170000,VS,https://shopvnb.com/set-vot-cau-long-vs-jinhong.html,Tạm hết hàng,Trung Bình,Mới Chơi,Nặng Đầu,675 mm,Công Thủ Toàn Diện,Cả Đơn và Đôi,"Vợt cầu lông VS JinHong là sự lựa chọn tuyệt vời trong phân khúc giá rẻ, hoàn hảo cho những người mới tập chơi cầu lông hoặc những người chơi phong trào không đòi hỏi nhiều yêu cầu kĩ thuật."
VNB021171,SET Vợt Cầu Lông Yonex Astrox 100ZZ China Limited,15500000,Yonex,https://shopvnb.com/set-vot-cau-long-yonex-astrox-100zz-china-limited.html,Tạm hết hàng,Khá Tốt,Nặng Đầu,Siêu Cứng,Tấn Công,Đánh Đơn,4U: 80 - 84g,"SET vợt cầu lông Yonex Astrox 100ZZ China Limited là phiên bản giới hạn đáng mong đợi nhất trong năm 2023, đem đến một trải nghiệm cao cấp toàn diện cho người chơi. Sản phẩm này đã được sử dụng và ghi dấu ấn trong cộng đồng các vận động viên hàng đầu trên khắp thế giới, với tên tuổi nổi bật như tay vợt nam nổi tiếng Viktor Axelsen."
VNB021173,Vợt Cầu Lông Victor TK-Rabbit,790000,Victor,https://shopvnb.com/vot-cau-long-victor-tk-rabbit.html,Tạm hết hàng,Mới Chơi,675 mm,Công Thủ Toàn Diện,Hơi Nặng Đầu,Trung Bình,Đánh Đôi,"Vợt Cầu Lông Victor TK-Rabbit là một cây vợt giá rẻ, trọng lượng nhẹ, dễ chơi với phối màu trang nhã, rất phù hợp với những người mới làm quen và tập luyện cầu lông."
VNB021175,Vợt Cầu Lông Victor MX80,2719000,Victor,https://shopvnb.com/vot-cau-long-victor-mx80.html,Tạm hết hàng,Tấn Công,Trung Bình,Nặng Đầu,Cứng,Cả Đơn và Đôi,4U: 80 - 84g,Vợt cầu lông Victor MX80 thuộc phân khúc cao cấp của Victor và là một trong những cây vợt thiên công được yêu thích nhất của Victor. 
VNB021176,Set vợt cầu lông Kumpoo Sakura,750000,Kumpoo,https://shopvnb.com/set-vot-cau-long-kumpoo-sakura.html,Tạm hết hàng,Công Thủ Toàn Diện,Mới Chơi,Trung Bình,675 mm,Hơi Nặng Đầu,Cả Đơn và Đôi,"Set vợt cầu lông Kumpoo Sakura ngọt ngào hòa quyện với sự hiện đại và tinh tế, đem đến cho người chơi trải nghiệm tuyệt vời trên sân đấu. Với màu sắc trắng hồng tươi sáng, Kumpoo Sakura là cây vợt phân khúc giá rẻ đáng chú ý trong bộ sưu tập của nhà Kumpoo."
VNB021179,SET Vợt Cầu Lông Yonex AT700,20590000,Yonex,https://shopvnb.com/set-vot-cau-long-yonex-at700.html,Tạm hết hàng,Nặng Đầu,Tấn Công,Khá Tốt,Cứng,3U: 85 - 89g,Đánh Đơn,"Set vợt cầu lông Yonex AT700 là siêu phẩm siêu cao cấp vừa được Yonex tung ra vào giữa năm 2023 để kỷ niệm nhà vô địch cầu lông thế giới một thời Lindan. Chắc chắn đây sẽ là cây vợt đáng mơ ước của những người chơi có trình độ cao, đặc biệt là các VĐV thi đấu chuyên nghiệp."
VNB021180,SET Vợt Cầu Lông Yonex Astrox 100zz,19790000,Yonex,https://shopvnb.com/set-vot-cau-long-yonex-astrox-100zz.html,Tạm hết hàng,Khá Tốt,Nặng Đầu,Tấn Công,Siêu Cứng,Cả Đơn và Đôi,4U: 80 - 84g,SET vợt cầu lông Yonex Astrox 100zz là series nguyên bộ được mong chờ đợi nhất hiện nay dành cho những ai yêu thích đánh đơn với những cải tiến xung quanh những ưu điểm vốn có của dòng 100zz ở các phiên bản trước đó.
VNB021182,Vợt cầu lông Yonex Astrox 100ZZ China Limited,8690000,Yonex,https://shopvnb.com/vot-cau-long-yonex-astrox-100zz-china-limited.html,Tạm hết hàng,Tấn Công,Siêu Cứng,Nặng Đầu,Khá Tốt,675 mm,Đánh Đơn,"Vợt cầu lông Yonex Astrox 100ZZ China Limited là phiên bản giới hạn được mong chờ nhất năm 2023 với màu sắc hoàn toàn mới, đem lại những trải nghiệm tuyệt vời cho người chơi, được nhiều VĐV trên thế giới hàng đầu tin dùng và đạt được nhiều thành công lớn, tiêu biểu là tay vợt nam nổi tiếng Axelsen."
VNB021184,Vợt cầu lông Victor JS12 TD,1600000,Victor,https://shopvnb.com/vot-cau-long-victor-js12-td.html,Tạm hết hàng,Trung Bình,Trung Bình,Công Thủ Toàn Diện,Cân Bằng,Cả Đơn và Đôi,"3U: 85 - 89g,4U: 80 - 84g","Với tầm giá ở phân khúc tầm trung, vợt cầu lông Victor JS12 TD là một lựa chọn tuyệt vời cho nhiều đối tượng người chơi. Với sự kết hợp của chất liệu High Resilience Graphite + PYROFIL, vợt này đem lại sự cân bằng giữa độ cứng và độ nhẹ, giúp người chơi dễ dàng tạo ra những cú đánh mạnh mẽ và nhanh chóng."
VNB021188,Vợt cầu lông Lining A1111,750000,Lining,https://shopvnb.com/vot-cau-long-lining-a1111.html,Tạm hết hàng,Mới Chơi,Công Thủ Toàn Diện,Trung Bình,Cân Bằng,4U: 80 - 84g,Cả Đơn và Đôi,"Vợt cầu lông Lining A1111 là một cây vợt có chất lượng ổn trong phân khúc giá rẻ, với thiết kế màu sắc tươi trẻ tạo điểm nổi bật khi sử dụng vợt. Khung sử dụng chất liệu sợi cacbon giúp vợt tăng được khả năng chống va đập và được bền hơn, được tối ưu hóa về mặt cơ học giúp mặt vợt tăng được diện tích điểm ngọt. Sử dụng công nghệ nano đem lại hiệu quả caỉ thiện được độ đàn hồi của vợt. Vợt có độ cứng trung bình nên sẽ phù hợp với những bạn có lực cổ tay từ trung bình trở lên. có mưc căng lưới cao giúp người chơi tự do chọn lựa mức lưới mà mình mong muốn."
VNB021191,Cặp vợt cầu lông Lining A1111,1500000,Lining,https://shopvnb.com/cap-vot-cau-long-lining-a1111.html,Tạm hết hàng,Mới Chơi,Trung Bình,Công Thủ Toàn Diện,4U: 80 - 84g,Cả Đơn và Đôi,,"Cặp vợt cầu lông Lining A1111 là một trong những combo vợt giá rẻ với chất lượng tốt. Với việc mang trong mình những công nghệ hiện đại giúp cho vợt được bền bỉ và chống va đập tốt hơn, có thân vợt cứng trung bình nên không quá khó để người chơi có thể sử dụng được. Màu sắc phối trộn giữa xanh và đen mang lại sự huyền bí và mạnh mẽ tạo nên điểm nổi bật cho người sử dụng khi lên sân cầu."
VNB021195,Vợt cầu lông Victor BS-12,2450000,Victor,https://shopvnb.com/vot-cau-long-victor-bs-12.html,Tạm hết hàng,Trung Bình,Công Thủ Toàn Diện,Nhẹ Đầu,Trung Bình,Đánh Đôi,"3U: 85 - 89g,4U: 80 - 84g",Vợt Cầu Lông Victor BS-12 - Huyền Thoại Chuyên Đôi Của Nhà VICTOR
VNB021196,Vợt Cầu Lông Victor TK-Onigini,3400000,Victor,https://shopvnb.com/vot-cau-long-victor-tk-onigini.html,Tạm hết hàng,Trung Bình,Tấn Công,Trung Bình,Nặng Đầu,Cả Đơn và Đôi,4U: 80 - 84g,Victor TK-Onigini là cây vợt thuộc phân khúc cao cấp của Victor nằm trong ThrusterK nổi tiếng với khả năng tấn công mạnh mẽ.
VNB021199,SET vợt cầu lông Kumpoo Shanhai,2000000,Kumpoo,https://shopvnb.com/set-vot-cau-long-kumpoo-shanhai.html,Tạm hết hàng,Trung Bình,675 mm,Trung Bình,Tấn Công,Nặng Đầu,Cả Đơn và Đôi,"Kumpoo được thành lập và bắt đầu đưa vào hoạt động vào tháng 6 năm 2000 tại Nhật Bản. Với các sản phẩm chuyên biệt là các thiết bị thể thao, đặc biệt về cầu lông, Kumpoo đã nhanh chóng giành được sự yêu thích của khách hàng bởi sự công nghệ hiện đại và chất liệu chắc chắn tạo sự thoải mái, khai thác tối đa khả năng chơi thể thao của khách hàng."
VNB021200,Vợt cầu lông Lining Calibar 500 Pro,2600000,Lining,https://shopvnb.com/vot-cau-long-lining-calibar-500-pro.html,Còn hàng,Hơi Nặng Đầu,675 mm,Trung Bình,200 mm,Cứng,Tấn Công,"- Vợt cầu lông Lining Calibar 500 Pro là phiên bản nâng cấp hầu như toàn diện so với cây vợt Lining Calibar 500 trước đó, ở phiên bản này trục vợt được làm mỏng hơn chỉ 6.8mm bằng chất liệu carbon mang tính đàn hồi cao giúp tăng hiệu suất phục hồi và cung cấp năng lượt tốt hơn cho các cú smash. Khung ba chiều Lining cũng giảm đáng kể sức cản của không khí để các pha cầu có thể nhanh hơn và linh hoạt hơn."
VNB021203,Vợt cầu lông Yonex Astrox 88D Pro Limited,5539000,Yonex,https://shopvnb.com/vot-cau-long-yonex-astrox-88d-pro-limited.html,Tạm hết hàng,Tấn Công,Trung Bình,Cứng,Nặng Đầu,Cả Đơn và Đôi,"3U: 85 - 89g,4U: 80 - 84g",
VNB021205,SET Vợt cầu lông Lining AYPT065 SƠN,2950000,Lining,https://shopvnb.com/set-vot-cau-long-lining-aypt065-son.html,Còn hàng,Trung Bình,Trung Bình,Công Thủ Toàn Diện,Hơi Nặng Đầu,Cả Đơn và Đôi,4U: 80 - 84g,- Set vợt cầu lông Lining AYPT063 Sơn là một trong những bộ sưu tập PHONG - LÂM - HỎA - SƠN của thương hiệu Lining mới ra mắt. Thiết kế hộp đựng hình chữ nhật được thiết kế khá đẳng cấp và trong hộp có một túi đựng vợt cầu lông.
VNB021207,SET Vợt cầu lông Lining AYPT063 HỎA,2950000,Lining,https://shopvnb.com/set-vot-cau-long-lining-aypt063-hoa.html,Tạm hết hàng,Trung Bình,Tấn Công,Dẻo,Nặng Đầu,Cả Đơn và Đôi,4U: 80 - 84g,- Set vợt cầu lông Lining AYPT063 Hỏa là một trong những bộ sưu tập PHONG - LÂM - HỎA - SƠN của thương hiệu Lining mới ra mắt. Đây là một trong mẫu vợt ra mắt vào đầu năm 2023 cùng với thiết kế hộp đựng hình chữ nhật khá đẳng cấp và trong hộp có một túi đựng vợt cầu lông.
VNB021209,SET Vợt cầu lông Yonex NanoFlare FL,3500000,Yonex,https://shopvnb.com/set-vot-cau-long-yonex-nanoflare-fl.html,Tạm hết hàng,Trung Bình,"Phản Tạt, Phòng Thủ",Nhẹ Đầu,Cứng,Cả Đơn và Đôi,4U: 80 - 84g,SET Vợt Cầu Lông Yonex NanoFlare FL - Siêu Kiếm Samurai Hoa Anh Đào
VNB021211,SET Vợt cầu lông Yonex Astrox SV,3500000,Yonex,https://shopvnb.com/set-vot-cau-long-yonex-astrox-sv.html,Tạm hết hàng,Trung Bình,675 mm,Công Thủ Toàn Diện,Hơi Nặng Đầu,Trung Bình,Cả Đơn và Đôi,"- SET Vợt cầu lông Yonex Astrox SV là bộ sưu tập được sản xuất giới hạn bao gồm các siêu phẩm: 1 vợt cầu lông Yonex Astrox SV Limited, 1 quấn cán Yonex 3in1 đen, 1 băng chặn mồ đen, 1 chiếc túi nhung đen được thêu logo Yonex đỏ với chất vải dày dặn và hơn hết là tất cả mọi sản phẩm nêu trên được gói gọn trong một chiếc hộp bật nắp vô cùng chất lượng, chắc chắn sẽ làm các lông thủ siêu ưng ý ngay từ cái nhìn đầu tiên."
VNB021213,Vợt Cầu Lông Victor Thruster RYUGA TD,2500000,Victor,https://shopvnb.com/vot-cau-long-victor-thruster-ryuga-td.html,Tạm hết hàng,Trung Bình,Tấn Công,Cứng,Nặng Đầu,Đánh Đơn,"3U: 85 - 89g,4U: 80 - 84g","Vợt cầu lông Victor Thruster RYUGA TD là mẫu vợt cao cấp của Victor được ra mắt trong thời gian gần đây với sức mạnh tấn công được gia tăng. Sau thành công từ các phiên bản Dragon Ball, Star Wars, Iron Man, Victor tiếp tục cho ra mắt siêu phẩm phác họa thuộc một câu chuyện của thần thoại Nhật Bản chính là THRUSTER RYUGA - Con rồng ác quỷ bóng tối."
VNB021224,Vợt cầu lông Yonex NanoFlare 700 BP,6900000,Yonex,https://shopvnb.com/vot-cau-long-yonex-nanoflare-700-bp.html,Tạm hết hàng,Trung Bình,675 mm,"Phản Tạt, Phòng Thủ",Nhẹ Đầu,Trung Bình,Dưới 82 kg/cm2,"Vợt cầu lông Yonex NanoFlare 700 BP là phiên bản đặc biệt, chỉ sản xuất với số lượng rất ít và được bán riêng ở thị trường Nhật Bản. Dòng vợt Nanoflare (NNF) nói chung và cây NNF 700 BP nói riêng hướng đến lối chơi nhanh, phòng thủ phản tạt và điều cầu tốc độ. Phiên bản NNF 700 BP được tích hợp thêm một số tính năng mới hỗ trợ những cú đánh duy trì ở tốc độ cao và hiệu quả hơn."
VNB021226,Vợt cầu lông Mizuno Altius 01 Speed 2022,4190000,Mizuno,https://shopvnb.com/vot-cau-long-mizuno-altius-01-speed-2022.html,Tạm hết hàng,Khá Tốt,Trung Bình,Công Thủ Toàn Diện,Nhẹ Đầu,4U: 80 - 84g,Cả Đơn và Đôi,Vợt cầu lông Mizuno Altius 01 Speed 2022 là mẫu vợt siêu cao cấp của hãng Mizuno được nhiều người chơi chuyên nghiệp và các vận động viên thế giới sử dụng với chất lượng không thể phủ nhận qua hàng loạt quy trình kiểm định chặt chẽ đến từ hãng để cho ra đời dòng sản phẩm nội địa đáp ứng mọi mong muốn của người chơi khó tính nhất.
VNB021227,Vợt Cầu Lông Mizuno Altius 01 Feels - Special Edition,4389000,Mizuno,https://shopvnb.com/vot-cau-long-mizuno-altius-01-feels-special-edition.html,Tạm hết hàng,Cân Bằng,Công Thủ Toàn Diện,Khá Tốt,Trung Bình,Đánh Đơn,3U: 85 - 89g,"Vợt cầu lông Altius 01 Feel - Special Edition là cây vợt đầu tiên của dòng vợt Altius và hướng tới những người chơi kĩ thuật và mong muốn kiểm soát đường cầu hiệu quả. Altius 01 Feel là sự lựa chọn của Nozomi Okuhara, tay vợt vô địch Thế Giới nội dung đơn nữ. Đúng như tên gọi “Feel”, cây vợt mang lại cảm giác cầu rất tốt và điều cầu hiệu quả, đây cũng là lối chơi mà Okuhara theo đuổi bởi vậy cô đã gắn bó với dòng vợt này những năm gần đây."
VNB021228,Vợt Cầu Lông Yonex Arcsaber 3,2650000,Yonex,https://shopvnb.com/vot-cau-long-yonex-arcsaber-3.html,Tạm hết hàng,675 mm,Khá Tốt,Dẻo,Cân Bằng,"Phản Tạt, Phòng Thủ",4U: 80 - 84g,Vợt cầu lông Yonex Arcsaber 3 là mẫu vợt cao cấp đến từ dòng Arcsaber đang làm mưa làm gió trên thị trường cầu lông hiện nay bởi khả năng điều cầu tuyệt vời của nó trên sân. Chính vì thế mà thật không quá bất ngờ khi cây vợt được nhiều VĐV thế giới hiện nay tin dùng và đạt được nhiều thành tích đáng nể - tiêu biểu là dòng Arcsaber 11 pro được cho ra mắt trong thời gian gần đây.
VNB021230,Vợt Cầu Lông Yonex Arcsaber 1,2500000,Yonex,https://shopvnb.com/vot-cau-long-yonex-arcsaber-1.html,Tạm hết hàng,675 mm,Trung Bình,"Phản Tạt, Phòng Thủ",Cân Bằng,Dẻo,Cả Đơn và Đôi,Vợt Cầu Lông Yonex Arcsaber 1 là mẫu vợt được hãng Yonex cho ra mắt trong thời gian gần đây sau thành công của dòng Arcsaber 11. Kế thừa những tính năng ưu việt của dòng Arcsaber cùng những cải tiến vượt bậc về cả thiết kế và công nghệ chắc chắn sẽ thu hút được nhiều người chơi quan tâm.
VNB021231,Vợt cầu lông Yonex Astrox 33,2650000,Yonex,https://shopvnb.com/vot-cau-long-yonex-astrox-33.html,Tạm hết hàng,Trung Bình,Trung Bình,Công Thủ Toàn Diện,Nặng Đầu,5U: 75 - 79g,Đánh Đôi,Vợt cầu lông Yonex Astrox 33 là một trong những mẫu vợt được Yonex tổng hợp nhiều công nghệ hiện đại nhất hiện nay đem đến những pha điều cầu chuẩn xác cùng những cú smash tấn công nhanh với độ cắm cao.
VNB021233,Vợt cầu lông Yonex Astrox 00,3350000,Yonex,https://shopvnb.com/vot-cau-long-yonex-astrox-00.html,Tạm hết hàng,Trung Bình,Công Thủ Toàn Diện,Cứng,Nặng Đầu,Đánh Đôi,2F: 65 - 69g,Vợt cầu lông Yonex Astrox 00 - Siêu phẩm nhẹ nhất lịch sử Yonex sắp sửa hạ cánh Việt Nam
VNB021236,Vợt cầu lông Yonex Nanoflare 400,3050000,Yonex,https://shopvnb.com/vot-cau-long-yonex-nanoflare-400.html,Tạm hết hàng,Khá Tốt,Công Thủ Toàn Diện,Dẻo,Cân Bằng,Cả Đơn và Đôi,4U: 80 - 84g,Vợt cầu lông Yonex Nanoflare 400 là mẫu vợt cao cấp đến từ dòng Nanoflare đang làm mưa làm gió trên thị trường cầu lông hiện nay bởi hiệu quả tuyệt vời của nó trên sân. Chính vì thế mà thật không quá bất ngờ khi cây vợt được nhiều VĐV thế giới hiện nay tin dùng và đạt được nhiều thành tích đáng nể.
VNB021238,Vợt cầu lông Mizuno Altius 02 Solear,3990000,Mizuno,https://shopvnb.com/vot-cau-long-mizuno-altius-02-solear.html,Tạm hết hàng,Khá Tốt,"Phản Tạt, Phòng Thủ",Cân Bằng,Trung Bình,Cả Đơn và Đôi,4U: 80 - 84g,Mizuno Altius 02 Solear - Siêu phẩm toàn diện
VNB021239,Vợt Cầu Lông Yonex Astrox 100ZZ BP,6500000,Yonex,https://shopvnb.com/vot-cau-long-yonex-astrox-100zz-bp.html,Tạm hết hàng,Khá Tốt,Tấn Công,Siêu Cứng,Nặng Đầu,"3U: 85 - 89g,4U: 80 - 84g",Đánh Đơn,"- Vợt Cầu Lông Yonex Astrox 100ZZ BP là phiên bản cuối cùng của dòng Astrox, nó mang theo trong mình toàn bộ tinh hoa của dòng vợt này. Bằng cách phát triển các công nghệ vợt trong phân phối trọng lượng, trục, hình dạng, khung và nắp nên Astrox 100 cho phép ta kiểm soát tối đa sức mạnh và sư linh hoạt theo nhịp độ trận đấu. Hệ thống tạo lực xoay cải tiến, được giới thiệu qua loạt ASTROX trước đó, đã được tăng cường hơn nữa cho ASTROX 100. Phân bổ trọng lượng chính xác hơn trong toàn bộ đầu kẹp, đỉnh khung và khớp làm tăng công suất quay. Những cải tiến này đảm bảo động lực cho những cú đánh liên tiếp nhanh hơn. Vật liệu Namd được sử dụng trong toàn bộ khung và trục, giải phóng đem đến sức mạnh đáng kinh ngạc. Sức mạnh tổng hợp được tạo ra từ hệ thống này cho phép VĐV tấn công mạnh mẽ và liên tục."
